page,car_brand,car_name,car_price,car_km,car_year,car_desc,car_store,car_engine,car_gearbox,car_fuel,car_color
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=5,Chevrolet,Onix,68990.0,45229.0,2022,1.0 FLEX LT MANUAL,,1.0,Manual,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=17,Chevrolet,Onix,75990.0,47400.0,2022,1.0 FLEX PLUS LT MANUAL,,1.0,Manual,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=17,Chevrolet,Onix,90990.0,25150.0,2022,1.0 TURBO FLEX PLUS PREMIER AUTOMÁTICO,,1.0 Turbo,Automatico,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=17,Hyundai,Hb20S,60990.0,77514.0,2016,1.6 PREMIUM 16V FLEX 4P AUTOMÁTICO,,1.6,Automatico,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=17,Volkswagen,Nivus,110990.0,43339.0,2021,1.0 200 TSI TOTAL FLEX HIGHLINE AUTOMÁTICO,,1.0,Automatico,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=17,Chevrolet,Onix,74990.0,69505.0,2021,1.0 FLEX PLUS LT MANUAL,,1.0,Manual,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=17,Chevrolet,Joy,53800.0,97696.0,2021,1.0 SPE4 FLEX MANUAL,,1.0,Manual,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=17,Chevrolet,S10,149990.0,60161.0,2020,2.8 16V TURBO DIESEL LT CD 4X4 AUTOMÁTICO,,2.8 Turbo,Automatico,Diesel,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=17,Chevrolet,Onix,72990.0,21859.0,2022,1.0 FLEX LT MANUAL,,1.0,Manual,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=17,Chevrolet,Onix,81990.0,13649.0,2020,1.0 TURBO FLEX PREMIER AUTOMÁTICO,,1.0 Turbo,Automatico,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=19,Chevrolet,Tracker,77990.0,51414.0,2018,1.4 16V TURBO FLEX LT AUTOMÁTICO,,1.4 Turbo,Automatico,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=19,Hyundai,Creta,77800.0,101618.0,2020,1.6 16V FLEX ATTITUDE AUTOMÁTICO,,1.6,Automatico,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=19,Jeep,Compass,176990.0,48959.0,2022,2.0 16V DIESEL LIMITED 4X4 AUTOMÁTICO,,2.0,Automatico,Diesel,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=19,Chevrolet,Onix,66800.0,91539.0,2020,1.0 TURBO FLEX LTZ MANUAL,,1.0 Turbo,Manual,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=19,Chevrolet,Onix,49800.0,85413.0,2019,1.0 FLEX LT MANUAL,,1.0,Manual,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=19,Renault,Kwid,43990.0,47216.0,2020,1.0 12V SCE FLEX ZEN MANUAL,,1.0,Manual,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=19,Chevrolet,Onix,72990.0,34756.0,2022,1.0 FLEX LT MANUAL,,1.0,Manual,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=19,Chevrolet,Onix,72990.0,34756.0,2022,1.0 FLEX LT MANUAL,,1.0,Manual,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=19,Volkswagen,Polo,59990.0,46700.0,2018,1.0 MPI TOTAL FLEX MANUAL,,1.0,Manual,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=18,Jeep,Compass,146990.0,43356.0,2021,2.0 16V DIESEL LIMITED 4X4 AUTOMÁTICO,,2.0,Automatico,Diesel,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=18,Chevrolet,Joy,60990.0,37574.0,2021,1.0 SPE4 FLEX PLUS MANUAL,,1.0,Manual,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=18,Troller,T4,140990.0,82400.0,2015,3.2 XLT 4X4 20V TURBO INTERCOOLER DIESEL 2P MANUAL,,3.2 Turbo,Manual,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=18,Chevrolet,Onix,83990.0,26893.0,2021,1.0 TURBO FLEX PREMIER AUTOMÁTICO,,1.0 Turbo,Automatico,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=18,Chevrolet,Onix,75990.0,9389.0,2023,1.0 FLEX LT MANUAL,,1.0,Manual,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=18,Chevrolet,Prisma,51990.0,51283.0,2019,1.0 MPFI JOY 8V FLEX 4P MANUAL,,1.0,Manual,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=18,Jeep,Renegade,71990.0,50000.0,2018,1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO,,1.8,Automatico,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=18,Chevrolet,Onix,92990.0,24167.0,2023,1.0 TURBO FLEX LTZ MANUAL,,1.0 Turbo,Manual,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=18,Renault,Oroch,115990.0,31287.0,2023,1.3 TCE FLEX OUTSIDER X-TRONIC,,1.3,Automatico,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=20,Nissan,Versa,59990.0,47284.0,2021,1.0 12V FLEX V-DRIVE MANUAL,,1.0,Manual,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=20,Chevrolet,Onix,94990.0,29448.0,2023,1.0 TURBO FLEX PLUS PREMIER AUTOMÁTICO,,1.0 Turbo,Automatico,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=20,Volkswagen,Up,48990.0,43926.0,2017,1.0 MPI MOVE UP 12V FLEX 2P AUTOMATIZADO,,1.0,Automatico,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=20,Peugeot,2008,71990.0,40205.0,2022,1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO,,1.6,Automatico,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=20,Honda,City,117990.0,18459.0,2023,1.5 i-VTEC FLEX TOURING CVT,,1.5,Automatico,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=20,Nissan,Kicks,90990.0,49984.0,2021,1.6 16V FLEX S 4P XTRONIC,,1.6,Automatico,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=20,Ford,Ka,45800.0,56127.0,2019,1.0 TI-VCT FLEX SE SEDAN MANUAL,,1.0,Manual,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=20,Nissan,Sentra,73990.0,52893.0,2019,2.0 S 16V FLEXSTART 4P AUTOMÁTICO,,2.0,Automatico,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=20,Fiat,Cronos,59990.0,66566.0,2019,1.3 FIREFLY FLEX DRIVE MANUAL,,1.3,Manual,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=21,Chevrolet,Onix,60990.0,63720.0,2021,1.0 FLEX MANUAL,,1.0,Manual,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=21,Nissan,Kicks,92990.0,43165.0,2020,1.6 16V FLEX SL 4P XTRONIC,,1.6,Automatico,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=21,Chevrolet,Onix,85990.0,26210.0,2021,1.0 TURBO FLEX PLUS PREMIER AUTOMÁTICO,,1.0 Turbo,Automatico,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=21,Renault,Sandero,61990.0,28794.0,2022,1.0 12V SCE FLEX ZEN MANUAL,,1.0,Manual,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=21,Nissan,Versa,80990.0,60084.0,2022,1.6 16V FLEX SENSE XTRONIC,,1.6,Automatico,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=21,Toyota,Yaris,81990.0,66266.0,2022,1.5 16V FLEX XL PLUS CONNECT MULTIDRIVE,,1.5,Automatico,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=21,Jeep,Renegade,71990.0,50000.0,2018,1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO,,1.8,Automatico,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=21,Chevrolet,Tracker,123990.0,34270.0,2022,1.2 TURBO FLEX PREMIER AUTOMÁTICO,,1.2 Turbo,Automatico,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=21,Chevrolet,Tracker,119990.0,17984.0,2023,1.0 TURBO FLEX LTZ AUTOMÁTICO,,1.0 Turbo,Automatico,Flex,
https://azzurraseminovos.com.br/busca/pagina/,Jeep,Compass,161900.0,21183.0,2022,COMPASS S T270 1.3 TB 4x2 Flex Aut.,,1.3 Turbo,Automatico,Flex,Cinza
https://azzurraseminovos.com.br/busca/pagina/,Citroën,C4,119900.0,10623.0,2024,C4 CACTUS SHINE Pack 1.6 Turbo Flex Au...,,1.6 Turbo,Automatico,Flex,Prata
https://azzurraseminovos.com.br/busca/pagina/,Fiat,Cronos,71900.0,9640.0,2022,CRONOS 1.3 DRIVE,,1.3,Manual,Flex,Branco
https://azzurraseminovos.com.br/busca/pagina/,Jeep,Compass,91900.0,25708.0,2018,COMPASS SPORT 2.0 4X2 FLEX 16V AUT.,,2.0,Automatico,Flex,Cinza
https://azzurraseminovos.com.br/busca/pagina/,Toyota,Etios,45900.0,46982.0,2016,ETIOS X 1.3 Flex 16V 5p Mec.,,1.3,Manual,Flex,Preto
https://azzurraseminovos.com.br/busca/pagina/,Renault,Kwid,64990.0,12148.0,2023,KWID OUTSIDER 1.0 Flex 12V 5p Mec.,,1.0,Manual,Flex,Branco
https://azzurraseminovos.com.br/busca/pagina/,Fiat,Mobi,49900.0,7760.0,2018,MOBI EVO LIKE 1.0 (FLEX),,1.0,Manual,Flex,Prata
https://azzurraseminovos.com.br/busca/pagina/,Chevrolet,Spin,81900.0,53926.0,2020,SPIN ACTIV7 1.8 8V Econo.Flex 5p Au...,,1.8,Automatico,Gnv,Azul
https://azzurraseminovos.com.br/busca/pagina/,Ford,Ka,52900.0,19510.0,2021,KA 1.0 SE,,1.0,Manual,Flex,Preto
https://azzurraseminovos.com.br/busca/pagina/,Fiat,Argo,59900.0,53689.0,2022,ARGO 1.0 DRIVE,,1.0,Manual,Flex,Prata
https://azzurraseminovos.com.br/busca/pagina/,Fiat,Toro,106900.0,46136.0,2022,TORO 1.3 T270 ENDURANCE (AUT),,1.3,Automatico,Flex,Preto
https://azzurraseminovos.com.br/busca/pagina/,Fiat,Cronos,88900.0,6511.0,2024,Cronos 1.3 Drive (Aut),,1.3,Automatico,Flex,Branco
https://azzurraseminovos.com.br/busca/pagina/105,Jeep,Compass,156900.0,16324.0,2022,COMPASS LONG. TD 350 2.0 4x4 Diesel A...,,2.0,Automatico,Diesel,Cinza
https://azzurraseminovos.com.br/busca/pagina/105,Renault,Kwid,50990.0,36023.0,2022,KWID 1.0 ZEN,,1.0,Manual,Flex,Prata
https://azzurraseminovos.com.br/busca/pagina/105,Jeep,Renegade,98990.0,35798.0,2021,RENEGADE 1.8 LIMITED (AUT),,1.8,Automatico,Flex,Verde
https://azzurraseminovos.com.br/busca/pagina/105,Jeep,Compass,98990.0,66463.0,2021,COMPASS 2.0 SPORT (AUT),,2.0,Manual,Flex,Branco
https://azzurraseminovos.com.br/busca/pagina/105,Jeep,Compass,129900.0,54965.0,2022,COMPASS 1.3 T270 LONGITUDE (AUT),,1.3,Automatico,Flex,Cinza
https://azzurraseminovos.com.br/busca/pagina/105,Fiat,Grand,46990.0,35898.0,2016,SIENA GRAND SIENA EVO ATTRACTIVE 1.4 8V...,,1.4,Manual,Flex,Branco
https://azzurraseminovos.com.br/busca/pagina/105,Chevrolet,Onix,91900.0,14977.0,2023,ONIX HATCH PREM. 1.0 12V TB Flex 5p...,,1.0,Automatico,Flex,Prata
https://azzurraseminovos.com.br/busca/pagina/105,Renault,Kwid,53900.0,24776.0,2022,KWID 1.0 INTENSE,,1.0,Manual,Flex,Branco
https://azzurraseminovos.com.br/busca/pagina/105,Chevrolet,Onix,78900.0,13847.0,2023,Onix Plus 1.0 LT Flex,,1.0,Manual,Flex,Vermelho
https://azzurraseminovos.com.br/busca/pagina/105,Volkswagen,Fox,39990.0,75616.0,2013,Fox 1.0 Mi Total Flex 8V 3p,,1.0,Manual,Flex,Prata
https://azzurraseminovos.com.br/busca/pagina/105,Hyundai,Hb20,65990.0,47491.0,2020,HB20 Vision 1.6 Flex 16V Aut,,1.6,Automatico,Flex,Branco
https://azzurraseminovos.com.br/busca/pagina/105,Honda,Hr-V,84990.0,61344.0,2016,HR-V EX CVT 1.8 I-VTEC FLEXONE,,1.8,Automatico,Flex,Branco
https://azzurraseminovos.com.br/busca/pagina/15,Volkswagen,Voyage,54990.0,105571.0,2020,VOYAGE 1.6 MSI (FLEX),,1.6,Manual,Flex,Branco
https://azzurraseminovos.com.br/busca/pagina/15,Fiat,Cronos,75990.0,39688.0,2021,CRONOS 1.3 DRIVE,,1.3,Manual,Flex,Cinza
https://azzurraseminovos.com.br/busca/pagina/15,Jeep,Renegade,113900.0,4291.0,2024,Renegade T270 1.3 TB 4x2 Flex Aut.,,1.3 Turbo,Automatico,Flex,Preto
https://azzurraseminovos.com.br/busca/pagina/15,Fiat,Cronos,69900.0,37915.0,2019,CRONOS PRECISION 1.8 16V Flex Aut.,,1.8,Automatico,Gnv,Cinza
https://azzurraseminovos.com.br/busca/pagina/15,Jeep,Renegade,89900.0,18505.0,2021,Renegade Longitude 1.8 4x2 Flex 16V ...,,1.8,Automatico,Flex,Verde
https://azzurraseminovos.com.br/busca/pagina/15,Volkswagen,Polo,73900.0,15811.0,2023,Polo Track 1.0 Flex 12V 5p,,1.0,Manual,Flex,Cinza
https://azzurraseminovos.com.br/busca/pagina/15,Chevrolet,Tracker,75900.0,77106.0,2017,TRACKER LT 1.4 Turbo 16V Flex 4x...,,1.4 Turbo,Automatico,Flex,Branco
https://azzurraseminovos.com.br/busca/pagina/15,Mitsubishi,Outlander,129900.0,61382.0,2021,OUTLANDER Sport HPE 2.0 16V F...,,2.0,Automatico,Flex,Preto
https://azzurraseminovos.com.br/busca/pagina/15,Fiat,Palio,35900.0,59802.0,2015,PALIO FIRE 1.0 8V (FLEX) 2P,,1.0,Manual,Flex,Branco
https://azzurraseminovos.com.br/busca/pagina/15,Chevrolet,Onix,60900.0,34541.0,2018,ONIX 1.4 LTZ SPE/4,,1.4,Manual,Flex,Prata
https://azzurraseminovos.com.br/busca/pagina/15,Renault,Kwid,40900.0,43386.0,2018,KWID Intense 1.0 Flex 12V 5p Mec.,,1.0,Manual,Flex,Branco
https://azzurraseminovos.com.br/busca/pagina/15,Fiat,Pulse,98990.0,7833.0,2023,PULSE AUDACE 1.0 Turbo 200 Flex Aut.,,1.0 Turbo,Automatico,Flex,Azul
https://azzurraseminovos.com.br/busca/pagina/30,Renault,Kwid,41990.0,47946.0,2020,KWID Zen 1.0 Flex 12V 5p Mec.,,1.0,Manual,Flex,Prata
https://azzurraseminovos.com.br/busca/pagina/30,Renault,Kwid,49990.0,40079.0,2022,KWID Zen 1.0 Flex 12V 5p Mec.,,1.0,Manual,Flex,Laranja
https://azzurraseminovos.com.br/busca/pagina/30,Renault,Kwid,41990.0,52745.0,2019,KWID Intense 1.0 Flex 12V 5p Mec.,,1.0,Manual,Flex,Preto
https://azzurraseminovos.com.br/busca/pagina/30,Renault,Sandero,64990.0,62853.0,2020,SANDERO STEPWAY Flex 1.6 16V 5p,,1.6,Manual,Flex,Preto
https://azzurraseminovos.com.br/busca/pagina/30,Jeep,Compass,89900.0,67629.0,2018,COMPASS LONGITUDE 2.0 4x2 Flex 16V Au...,,2.0,Automatico,Flex,Branco
https://azzurraseminovos.com.br/busca/pagina/30,Honda,City,105900.0,16553.0,2022,CITY Sedan EXL 1.5 Flex  16V 4p Aut.,,1.5,Automatico,Flex,Branco
https://azzurraseminovos.com.br/busca/pagina/30,Ford,Ka+,48990.0,66044.0,2019,Ka+ Sedan 1.0 SE/SE PLUS TiVCT Flex 4p,,1.0,Manual,Flex,Branco
https://azzurraseminovos.com.br/busca/pagina/30,Toyota,Yaris,89900.0,55020.0,2022,YARIS XLS Connect 1.5 Flex 16V 5p Aut...,,1.5,Automatico,Flex,Prata
https://azzurraseminovos.com.br/busca/pagina/30,Renault,Kwid,48990.0,66934.0,2021,KWID 1.0 OUTSIDER,,1.0,Manual,Flex,Branco
https://azzurraseminovos.com.br/busca/pagina/30,Renault,Kwid,49990.0,24153.0,2021,KWID 1.0 OUTSIDER,,1.0,Manual,Flex,Vermelho
https://azzurraseminovos.com.br/busca/pagina/30,Peugeot,208,65990.0,21039.0,2023,208 Like 1.0 Flex 6V 5p Mec.,,1.0,Manual,Flex,Branco
https://azzurraseminovos.com.br/busca/pagina/30,Renault,Kwid,41900.0,55582.0,2020,KWID 1.0 ZEN,,1.0,Manual,Flex,Branco
https://azzurraseminovos.com.br/busca/pagina/120,Jeep,Compass,99990.0,34000.0,2018,COMPASS LONGITUDE 2.0 4x2 Flex 16V Au...,,2.0,Automatico,Flex,Branco
https://azzurraseminovos.com.br/busca/pagina/120,Renault,Kwid,39990.0,58738.0,2019,KWID Zen 1.0 Flex 12V 5p Mec.,,1.0,Manual,Flex,Branco
https://azzurraseminovos.com.br/busca/pagina/120,Jeep,Compass,114990.0,30995.0,2021,COMPASS LONGITUDE 2.0 4x2 Flex 16V Au...,,2.0,Automatico,Flex,Branco
https://azzurraseminovos.com.br/busca/pagina/120,Jeep,Compass,139990.0,16793.0,2022,COMPASS LONG. T270 1.3 TB 4x2 Flex Au...,,1.3 Turbo,Automatico,Flex,Verde
https://azzurraseminovos.com.br/busca/pagina/120,Renault,Stepway,89990.0,6751.0,2024,STEPWAY Iconic Flex 1.6 16V Aut.,,1.6,Automatico,Flex,Cinza
https://azzurraseminovos.com.br/busca/pagina/120,Hyundai,Creta,89990.0,68669.0,2022,Creta Action 1.6 16V Flex Aut.,,1.6,Automatico,Gnv,Prata
https://azzurraseminovos.com.br/busca/pagina/120,Jeep,Renegade,92990.0,16004.0,2021,Renegade Longitude 1.8 4x2 Flex 16V ...,,1.8,Automatico,Flex,Vermelho
https://azzurraseminovos.com.br/busca/pagina/120,Renault,Duster,75990.0,75149.0,2020,DUSTER Dynamique 1.6 Flex 16V Aut.,,1.6,Automatico,Flex,Prata
https://azzurraseminovos.com.br/busca/pagina/120,Fiat,Fastback,125990.0,10175.0,2023,Fastback Impetus 1.0 200 T. Flex Aut,,1.0,Automatico,Flex,Branco
https://azzurraseminovos.com.br/busca/pagina/120,Jeep,Renegade,129900.0,13175.0,2022,Renegade S T270 1.3 TB 4x4 Flex Aut.,,1.3 Turbo,Automatico,Flex,Cinza
https://azzurraseminovos.com.br/busca/pagina/120,Jeep,Commander,219990.0,716.0,2023,Commander Overland T270 1.3 TB Flex...,,1.3 Turbo,Automatico,Flex,Dourado
https://azzurraseminovos.com.br/busca/pagina/120,Fiat,Toro,139990.0,111.0,2024,Toro Freedom 1.3 T270 4x2 Flex Aut.,,1.3,Automatico,Flex,Cinza
https://azzurraseminovos.com.br/busca/pagina/165,Citroën,C3,74990.0,7818.0,2024,C3 Feel 1.0 Flex 6V 5p Mec.,,1.0,Manual,Flex,Branco
https://azzurraseminovos.com.br/busca/pagina/165,Jeep,Compass,119990.0,80044.0,2020,COMPASS LONGITUDE 2.0 4x4 Dies. 16V A...,,2.0,Automatico,Diesel,Branco
https://azzurraseminovos.com.br/busca/pagina/165,Jeep,Compass,85900.0,59563.0,2018,COMPASS 2.0 LONGITUDE (AUT) (FLEX),,2.0,Automatico,Flex,Prata
https://azzurraseminovos.com.br/busca/pagina/165,Jeep,Renegade,79900.0,68739.0,2021,RENEGADE 1.8 SPORT (AUT),,1.8,Automatico,Flex,Verde
https://azzurraseminovos.com.br/busca/pagina/165,Fiat,Fastback,115990.0,14659.0,2023,Fastback Audace 1.0 200 T. Flex Aut,,1.0,Automatico,Flex,Cinza
https://azzurraseminovos.com.br/busca/pagina/165,Jeep,Wrangler,229990.0,63269.0,2015,Wrangler Unlimited Sport 3.6 V6 284c...,,3.6,Automatico,Gasolina,Azul
https://azzurraseminovos.com.br/busca/pagina/165,Volkswagen,Polo,79990.0,13222.0,2024,TRACK 1.0 FLEX 12V 5P,,1.0,Manual,Flex,Preto
https://azzurraseminovos.com.br/busca/pagina/165,Toyota,Corolla,149990.0,28584.0,2023,Corolla Cross XRE 2.0 16V Flex Aut.,,2.0,Automatico,Flex,Branco
https://azzurraseminovos.com.br/busca/pagina/165,Jeep,Renegade,85900.0,33903.0,2021,RENEGADE 1.8 SPORT (AUT),,1.8,Automatico,Flex,Cinza
https://azzurraseminovos.com.br/busca/pagina/165,Fiat,Toro,129990.0,24027.0,2023,Toro Freedom 1.3 T270 4x2 Flex Aut.,,1.3,Automatico,Flex,Branco
https://azzurraseminovos.com.br/busca/pagina/165,Jeep,Compass,95900.0,62501.0,2020,COMPASS 2.0 SPORT (AUT),,2.0,Automatico,Flex,Preto
https://azzurraseminovos.com.br/busca/pagina/165,Nissan,Kicks,115990.0,41510.0,2022,KICKS Exclusive 1.6 16V Flex Aut.,,1.6,Automatico,Flex,Vermelho
https://azzurraseminovos.com.br/busca/pagina/195,Jeep,Compass,105900.0,63920.0,2021,COMPASS 2.0 LONGITUDE (AUT),,2.0,Automatico,Flex,Branco
https://azzurraseminovos.com.br/busca/pagina/195,Jeep,Renegade,104900.0,36153.0,2023,Renegade Sport T270 1.3 TB 4x2 Flex ...,,1.3 Turbo,Automatico,Flex,Preto
https://azzurraseminovos.com.br/busca/pagina/195,Jeep,Compass,139900.0,54008.0,2022,COMPASS LONG. TD 350 2.0 4x4 Diesel A...,,2.0,Automatico,Diesel,Cinza
https://azzurraseminovos.com.br/busca/pagina/195,Jeep,Compass,85900.0,59929.0,2018,COMPASS 2.0 LONGITUDE (AUT) (FLEX),,2.0,Automatico,Flex,Prata
https://azzurraseminovos.com.br/busca/pagina/195,Jeep,Compass,119900.0,35138.0,2021,COMPASS 2.0 LIMITED (AUT),,2.0,Automatico,Flex,Azul
https://azzurraseminovos.com.br/busca/pagina/195,Jeep,Compass,98990.0,54313.0,2018,COMPASS 2.0 TDI LONGITUDE 4WD (AUT),,2.0,Automatico,Diesel,Preto
https://azzurraseminovos.com.br/busca/pagina/195,Jeep,Compass,142900.0,27644.0,2023,COMPASS LONG. T270 1.3 TB 4x2 Flex Au...,,1.3 Turbo,Automatico,Flex,Azul
https://azzurraseminovos.com.br/busca/pagina/195,Peugeot,3008,249990.0,11221.0,2023,3008 GT Pack 1.6 Turbo 16V 5p Aut.,,1.6 Turbo,Automatico,Gasolina,Cinza
https://azzurraseminovos.com.br/busca/pagina/195,Jeep,Renegade,99900.0,57240.0,2020,Renegade Trailhawk 2.0 4x4 TB Diesel...,,2.0,Automatico,Diesel,Branco
https://azzurraseminovos.com.br/busca/pagina/195,Chevrolet,Tracker,89900.0,53292.0,2021,TRACKER LT 1.0 Turbo 12V Flex Au...,,1.0 Turbo,Automatico,Flex,Azul
https://azzurraseminovos.com.br/busca/pagina/195,Jeep,Compass,90990.0,44760.0,2020,COMPASS 2.0 SPORT (AUT),,2.0,Automatico,Flex,Branco
https://azzurraseminovos.com.br/busca/pagina/195,Chevrolet,Onix,69900.0,66443.0,2022,ONIX SEDAN PLUS LT 1.0 12V FLEX 4P ...,,1.0,Manual,Flex,Cinza
https://azzurraseminovos.com.br/busca/pagina/135,Chevrolet,Onix,74990.0,2844.0,2020,ONIX 1.0 LT (FLEX),,1.0,Manual,Flex,Branco
https://azzurraseminovos.com.br/busca/pagina/135,Fiat,Argo,62990.0,46345.0,2021,ARGO 1.0 DRIVE,,1.0,Manual,Flex,Vermelho
https://azzurraseminovos.com.br/busca/pagina/135,Volkswagen,T-Cross,89900.0,67787.0,2020,T-CROSS 1.0 200 TSI,,1.0,Manual,Flex,Cinza
https://azzurraseminovos.com.br/busca/pagina/135,Fiat,Fastback,115900.0,39541.0,2023,Fastback Audace 1.0 200 T. Flex Aut,,1.0,Automatico,Flex,Cinza
https://azzurraseminovos.com.br/busca/pagina/135,Fiat,Toro,121900.0,32553.0,2022,TORO 1.3 T270 FREEDOM (AUT),,1.3,Automatico,Flex,Preto
https://azzurraseminovos.com.br/busca/pagina/135,Fiat,Toro,89900.0,23711.0,2021,TORO 1.8 ENDURANCE,,1.8,Manual,Flex,Branco
https://azzurraseminovos.com.br/busca/pagina/135,Jeep,Renegade,81900.0,43887.0,2021,RENEGADE 1.8 SPORT (AUT),,1.8,Automatico,Flex,Cinza
https://azzurraseminovos.com.br/busca/pagina/135,Chevrolet,Onix,78900.0,53178.0,2020,ONIX 1.0 TURBO FLEX PREMIER AUTOMAT...,,1.0 Turbo,Automatico,Flex,Prata
https://azzurraseminovos.com.br/busca/pagina/135,Jeep,Compass,95900.0,75239.0,2020,COMPASS SPORT 2.0 4X2 FLEX 16V AUT.,,2.0,Automatico,Flex,Cinza
https://azzurraseminovos.com.br/busca/pagina/135,Fiat,Grand,59990.0,54472.0,2021,SIENA Grand Siena 1.0 EVO Flex 8V 4p,,1.0,Manual,Gnv,Branco
https://azzurraseminovos.com.br/busca/pagina/135,Jeep,Renegade,78900.0,63160.0,2020,RENEGADE 1.8 (AUT),,1.8,Automatico,Flex,Branco
https://azzurraseminovos.com.br/busca/pagina/135,Renault,Kwid,55990.0,42317.0,2023,KWID Zen 1.0 Flex 12V 5p Mec.,,1.0,Manual,Flex,Branco
https://azzurraseminovos.com.br/busca/pagina/210,Jeep,Renegade,90990.0,48200.0,2019,RENEGADE 2.0 TDI LONGITUDE 4WD,,2.0,Automatico,Diesel,Cinza
https://azzurraseminovos.com.br/busca/pagina/210,Fiat,Scudo,239900.0,1000.0,2023,Scudo Cargo 1.5 16V Turbo Diesel,,1.5 Turbo,Automatico,Elétrico,Branco
https://azzurraseminovos.com.br/busca/pagina/210,Fiat,Punto,89900.0,111.0,2013,Punto ESSENCE 1.6 Flex 16V 5p,,1.6,Manual,Flex,Branco
https://www.disnove.com.br/seminovos/,Volkswagen,Taos,150990.0,20215.0,2023,HIGHLINE 1.4 250 TSI FLEX AUT,,1.4,Automatico,Flex,Cinza
https://www.disnove.com.br/seminovos/,Volkswagen,T-Cross,129990.0,19865.0,2024,1.0 200 TSI COMFORT AUT ,,1.0,Automatico,Flex,Azul
https://www.disnove.com.br/seminovos/,Bmw,X5,236990.0,104671.0,2017,2.0 DRIVE DIESEL ,,2.0,Automatico,Diesel,Preto
https://www.disnove.com.br/seminovos/,Volkswagen,Jetta,219990.0,267.0,2024,GLI 2.0 350TSI AUT ,,2.0,Automatico,Gasolina,Vermelho
https://www.disnove.com.br/seminovos/,Volkswagen,T-Cross,89990.0,43200.0,2020, 1.0 TSI AUT,,1.0,Automatico,Flex,Branco
https://www.disnove.com.br/seminovos/,Volkswagen,T-Cross,99990.0,33543.0,2021, 1.0 TSI AUT,,1.0,Automatico,Flex,Cinza
