page,car_name,car_price,car_km,car_year,car_desc,car_store,car_engine,car_gearbox,car_fuel,car_color
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=19,HONDA CITY,112990.0,58892.0,2022,i-VTEC FLEX TOURING CVT,,1.5,Automatico,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=19,TOYOTA COROLLA CROSS,167990.0,31112.0,2023,VVT-I HYBRID FLEX XRV CVT,,1.8,Automatico,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=17,CHEVROLET ONIX,65990.0,60187.0,2020,FLEX LT MANUAL,,1.0,Manual,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=19,VOLKSWAGEN NIVUS,125990.0,29022.0,2023,200 TSI TOTAL FLEX HIGHLINE AUTOMÁTICO,,1.0,Automatico,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=19,CHEVROLET CRUZE,79800.0,83457.0,2017,TURBO LTZ 16V FLEX 4P AUTOMÁTICO,,1.4,Automatico,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=19,CHEVROLET ONIX,58800.0,29937.0,2020,FLEX LT MANUAL,,1.0,Manual,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=19,CHEVROLET SPIN,82990.0,66561.0,2020,ACTIV7 8V FLEX 4P AUTOMÁTICO,,1.8,Automatico,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=19,CHEVROLET ONIX,75990.0,47400.0,2022,FLEX PLUS LT MANUAL,,1.0,Manual,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=19,CHEVROLET ONIX,90990.0,25150.0,2022,TURBO FLEX PLUS PREMIER AUTOMÁTICO,,1.0,Automatico,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=17,CHEVROLET ONIX,75990.0,57510.0,2020,TURBO FLEX PREMIER AUTOMÁTICO,,1.0,Automatico,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=17,FIAT PULSE,84800.0,76340.0,2022,FLEX DRIVE CVT,,1.3,Automatico,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=17,CHEVROLET ONIX,44800.0,47513.0,2017,MPFI JOY 8V FLEX 4P MANUAL,,1.0,Manual,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=17,CHEVROLET ONIX,92990.0,21209.0,2023,TURBO FLEX RS AUTOMÁTICO,,1.0,Automatico,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=17,CHEVROLET ONIX,86990.0,26666.0,2021,TURBO FLEX PREMIER AUTOMÁTICO,,1.0,Automatico,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=17,CHEVROLET MONTANA,143990.0,947.0,2024,TURBO FLEX PREMIER AUTOMÁTICO,,1.2,Automatico,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=17,NISSAN VERSA,83990.0,39515.0,2022,16V FLEX SENSE XTRONIC,,1.6,Automatico,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=17,HYUNDAI HB20,55800.0,61506.0,2022,12V FLEX SENSE MANUAL,,1.0,Manual,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=21,CHEVROLET JOY,60990.0,37574.0,2021,SPE4 FLEX PLUS MANUAL,,1.0,Manual,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=21,TROLLER T4,140990.0,82400.0,2015,XLT 4X4 20V TURBO INTERCOOLER DIESEL 2P MANUAL,,3.2,Manual,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=21,CHEVROLET ONIX,83990.0,26893.0,2021,TURBO FLEX PREMIER AUTOMÁTICO,,1.0,Automatico,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=21,CHEVROLET ONIX,75990.0,9389.0,2023,FLEX LT MANUAL,,1.0,Manual,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=21,CHEVROLET PRISMA,51990.0,51283.0,2019,MPFI JOY 8V FLEX 4P MANUAL,,1.0,Manual,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=21,JEEP RENEGADE,71990.0,50000.0,2018,16V FLEX LONGITUDE 4P AUTOMÁTICO,,1.8,Automatico,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=21,CHEVROLET ONIX,92990.0,24167.0,2023,TURBO FLEX LTZ MANUAL,,1.0,Manual,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=21,RENAULT OROCH,115990.0,31287.0,2023,TCE FLEX OUTSIDER X-TRONIC,,1.3,Automatico,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=21,CHEVROLET TRACKER,77990.0,51414.0,2018,16V TURBO FLEX LT AUTOMÁTICO,,1.4,Automatico,Flex,
https://www.italianaseminovos.com.br/estoque?page=1,renault CAPTUR,93980.0,41621.0,2022,TCE FLEX INTENSE X-TRONIC,,1.3,Automatico,,
https://www.italianaseminovos.com.br/estoque?page=1,chevrolet ONIX,66480.0,57501.0,2022,FLEX LT MANUAL,,1.0,Manual,,
https://www.italianaseminovos.com.br/estoque?page=1,jeep COMPASS,103480.0,57822.0,2018,16V DIESEL LIMITED 4X4 AUTOMÁTICO,,2.0,Automatico,,
https://www.italianaseminovos.com.br/estoque?page=1,volkswagen GOL,54980.0,55543.0,2023,12V MPI TOTALFLEX 4P MANUAL,,1.0,Manual,,
https://www.italianaseminovos.com.br/estoque?page=1,volkswagen GOL,55980.0,37101.0,2022,MSI TOTALFLEX 4P MANUAL,,1.6,Manual,,
https://www.italianaseminovos.com.br/estoque?page=1,jeep RENEGADE,110980.0,37091.0,2023,T270 TURBO FLEX LONGITUDE AT6,,1.3,Automatico,,
https://www.italianaseminovos.com.br/estoque?page=1,jeep RENEGADE,112980.0,28381.0,2023,T270 TURBO FLEX LONGITUDE AT6,,1.3,Automatico,,
https://www.italianaseminovos.com.br/estoque?page=1,renault KWID,49480.0,49342.0,2023,12V SCE FLEX ZEN MANUAL,,1.0,Manual,,
https://www.italianaseminovos.com.br/estoque?page=1,fiat UNO,47980.0,47031.0,2021,FIRE FLEX ATTRACTIVE MANUAL,,1.0,Manual,,
https://www.italianaseminovos.com.br/estoque?page=1,volkswagen GOL,54980.0,52002.0,2023,12V MPI TOTALFLEX 4P MANUAL,,1.0,Manual,,
https://www.italianaseminovos.com.br/estoque?page=1,chevrolet TRACKER,114980.0,41501.0,2022,TURBO FLEX PREMIER AUTOMÁTICO,,1.2,Automatico,,
https://www.italianaseminovos.com.br/estoque?page=1,chevrolet ONIX,74980.0,21991.0,2023,TURBO FLEX LT MANUAL,,1.0,Manual,,
https://www.italianaseminovos.com.br/estoque?page=3,jeep COMPASS,108480.0,42061.0,2021,16V FLEX LIMITED AUTOMÁTICO,,2.0,Automatico,,
https://www.italianaseminovos.com.br/estoque?page=3,jeep RENEGADE,129980.0,19861.0,2023,T270 TURBO FLEX TRAILHAWK 4X4 AT9,,1.3,Automatico,,
https://www.italianaseminovos.com.br/estoque?page=3,jeep RENEGADE,112980.0,18481.0,2023,T270 TURBO FLEX LONGITUDE AT6,,1.3,Automatico,,
https://www.italianaseminovos.com.br/estoque?page=3,jeep COMPASS,202980.0,12311.0,2022,T270 TURBO HÍBRIDO S 4XE AT6,,1.3,Automatico,,
https://www.italianaseminovos.com.br/estoque?page=2,volkswagen GOL,55980.0,42891.0,2022,MSI TOTALFLEX 4P MANUAL,,1.6,Manual,,
https://www.italianaseminovos.com.br/estoque?page=2,chevrolet ONIX,72980.0,39351.0,2023,TURBO FLEX LT MANUAL,,1.0,Manual,,
https://www.italianaseminovos.com.br/estoque?page=2,fiat MOBI,49980.0,56592.0,2022,EVO FLEX LIKE. MANUAL,,1.0,Manual,,
https://www.italianaseminovos.com.br/estoque?page=2,renault KWID,51980.0,46183.0,2022,12V SCE FLEX OUTSIDER MANUAL,,1.0,Manual,,
https://www.italianaseminovos.com.br/estoque?page=2,fiat FIORINO,73980.0,33522.0,2021,MPI FURGÃO 8V FLEX 2P MANUAL,,1.4,Manual,,
https://www.italianaseminovos.com.br/estoque?page=2,volkswagen GOL,55980.0,46971.0,2022,MSI TOTALFLEX 4P MANUAL,,1.6,Manual,,
https://www.italianaseminovos.com.br/estoque?page=2,chevrolet ONIX,84480.0,45283.0,2023,TURBO FLEX PREMIER AUTOMÁTICO,,1.0,Automatico,,
https://www.italianaseminovos.com.br/estoque?page=2,hyundai TUCSON,98980.0,61452.0,2018,16V T-GDI GASOLINA GLS ECOSHIFT,,1.6,Automatico,,
https://www.italianaseminovos.com.br/estoque?page=2,fiat UNO,47980.0,51472.0,2021,FIRE FLEX ATTRACTIVE MANUAL,,1.0,Manual,,
https://www.italianaseminovos.com.br/estoque?page=2,chevrolet ONIX,73480.0,45691.0,2023,TURBO FLEX LT MANUAL,,1.0,Manual,,
https://www.italianaseminovos.com.br/estoque?page=2,volkswagen NIVUS,101980.0,27701.0,2021,200 TSI TOTAL FLEX HIGHLINE AUTOMÁTICO,,1.0,Automatico,,
https://www.italianaseminovos.com.br/estoque?page=2,chevrolet ONIX,74980.0,15941.0,2023,TURBO FLEX LT MANUAL,,1.0,Manual,,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=7,CHEVROLET ONIX,70990.0,53537.0,2023,FLEX LT MANUAL,,1.0,Manual,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=7,CHEVROLET SPIN,115990.0,16136.0,2023,ACTIV7 8V FLEX 4P AUTOMÁTICO,,1.8,Automatico,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=7,CHEVROLET ONIX,69990.0,58513.0,2022,FLEX LT MANUAL,,1.0,Manual,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=7,RENAULT KWID,46990.0,44189.0,2020,12V SCE FLEX OUTSIDER MANUAL,,1.0,Manual,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=7,CHEVROLET ONIX,71990.0,40155.0,2023,FLEX LT MANUAL,,1.0,Manual,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=7,CHEVROLET ONIX,71990.0,44990.0,2022,FLEX LT MANUAL,,1.0,Manual,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=7,CHEVROLET TRAILBLAZER,249990.0,26970.0,2022,PREMIER 4X4 16V TURBO DIESEL 4P AUTOMÁTICO,,2.8,Automatico,Diesel,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=7,CHEVROLET ONIX,82990.0,49489.0,2021,TURBO FLEX PREMIER AUTOMÁTICO,,1.0,Automatico,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=7,CHEVROLET TRACKER,82990.0,70000.0,2018,16V TURBO FLEX PREMIER AUTOMÁTICO,,1.4,Automatico,Flex,
https://azzurraseminovos.com.br/busca/pagina/,FIAT TORO,89990.0,55045.0,2020,Toro Endurance 1.8 16V Flex Aut.,,1.8,Automatico,Flex,Preto
https://azzurraseminovos.com.br/busca/pagina/,HONDA CIVIC,69990.0,60087.0,2013,Civic Sedan EXS 1.8/1.8 Flex 16V Aut. ...,,1.8,Automatico,Flex,Prata
https://azzurraseminovos.com.br/busca/pagina/,JEEP RENEGADE,82990.0,27400.0,2021,RENEGADE 1.8 SPORT (AUT),,1.8,Automatico,Flex,Cinza
https://azzurraseminovos.com.br/busca/pagina/,VOLKSWAGEN VOYAGE,54990.0,105571.0,2020,VOYAGE 1.6 MSI (FLEX),,1.6,Manual,Flex,Branco
https://azzurraseminovos.com.br/busca/pagina/,FIAT CRONOS,75990.0,39688.0,2021,CRONOS 1.3 DRIVE,,1.3,Manual,Flex,Cinza
https://azzurraseminovos.com.br/busca/pagina/,JEEP RENEGADE,113900.0,4291.0,2024,Renegade T270 1.3 TB 4x2 Flex Aut.,,1.3,Automatico,Flex,Preto
https://azzurraseminovos.com.br/busca/pagina/,FIAT CRONOS,69900.0,37915.0,2019,CRONOS PRECISION 1.8 16V Flex Aut.,,1.8,Automatico,"Gasolina, alcool e gas natural",Cinza
https://azzurraseminovos.com.br/busca/pagina/,JEEP RENEGADE,89900.0,18505.0,2021,Renegade Longitude 1.8 4x2 Flex 16V ...,,1.8,Automatico,Flex,Verde
https://azzurraseminovos.com.br/busca/pagina/,VOLKSWAGEN POLO,73900.0,15811.0,2023,Polo Track 1.0 Flex 12V 5p,,1.0,Manual,Flex,Cinza
https://azzurraseminovos.com.br/busca/pagina/,CHEVROLET TRACKER,75900.0,77106.0,2017,TRACKER LT 1.4 Turbo 16V Flex 4x...,,1.4,Automatico,Flex,Branco
https://azzurraseminovos.com.br/busca/pagina/,MITSUBISHI OUTLANDER,129900.0,61382.0,2021,OUTLANDER Sport HPE 2.0 16V F...,,2.0,Automatico,Flex,Preto
https://azzurraseminovos.com.br/busca/pagina/,FIAT PALIO,35900.0,59802.0,2015,PALIO FIRE 1.0 8V (FLEX) 2P,,1.0,Manual,Flex,Branco
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=20,HYUNDAI HB20S,60990.0,77514.0,2016,PREMIUM 16V FLEX 4P AUTOMÁTICO,,1.6,Automatico,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=20,VOLKSWAGEN NIVUS,110990.0,43339.0,2021,200 TSI TOTAL FLEX HIGHLINE AUTOMÁTICO,,1.0,Automatico,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=20,CHEVROLET ONIX,74990.0,69505.0,2021,FLEX PLUS LT MANUAL,,1.0,Manual,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=20,CHEVROLET JOY,53800.0,97696.0,2021,SPE4 FLEX MANUAL,,1.0,Manual,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=20,CHEVROLET S10,149990.0,60161.0,2020,16V TURBO DIESEL LT CD 4X4 AUTOMÁTICO,,2.8,Automatico,Diesel,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=20,CHEVROLET ONIX,72990.0,21859.0,2022,FLEX LT MANUAL,,1.0,Manual,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=20,CHEVROLET PRISMA,62990.0,46882.0,2019,MPFI LT 8V FLEX 4P AUTOMÁTICO,,1.4,Automatico,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=20,CHEVROLET ONIX,81990.0,13649.0,2020,TURBO FLEX PREMIER AUTOMÁTICO,,1.0,Automatico,Flex,
https://grupoautonunes.com/estoque/?zero_km=0&txt_busca=&page=20,JEEP COMPASS,146990.0,43356.0,2021,16V DIESEL LIMITED 4X4 AUTOMÁTICO,,2.0,Automatico,Diesel,
https://azzurraseminovos.com.br/busca/pagina/60,FIAT Fastback,139900.0,3252.0,2024,Fastback Limited Ed.1.3 270 T.Flex A...,,1.3,Automatico,Flex,Cinza
https://azzurraseminovos.com.br/busca/pagina/60,HONDA HR-V,85900.0,69841.0,2017,HR-V EX 1.8 FLEXONE 16V 5P AUT.,,1.8,Automatico,Flex,Branco
https://azzurraseminovos.com.br/busca/pagina/60,JEEP COMPASS,105900.0,65588.0,2018,COMPASS LONGITUDE 2.0 4x4 Dies. 16V A...,,2.0,Automatico,DIESEL,Prata
https://azzurraseminovos.com.br/busca/pagina/60,JEEP COMPASS,119900.0,67856.0,2020,COMPASS LONGITUDE 2.0 4x4 Dies. 16V A...,,2.0,Automatico,DIESEL,Branco
https://azzurraseminovos.com.br/busca/pagina/60,JEEP COMPASS,119900.0,18000.0,2020,COMPASS LIMITED 2.0 4x2 Flex 16V Aut.,,2.0,Automatico,Flex,Azul
https://azzurraseminovos.com.br/busca/pagina/60,JEEP COMPASS,105900.0,39989.0,2017,COMPASS LONGITUDE 2.0 4x4 Dies. 16V A...,,2.0,Automatico,DIESEL,Prata
https://azzurraseminovos.com.br/busca/pagina/60,FIAT ARGO,59990.0,50817.0,2020,ARGO 1.0 DRIVE,,1.0,Manual,GNV,Preto
https://azzurraseminovos.com.br/busca/pagina/60,RENAULT KWID,42990.0,38412.0,2021,KWID 1.0 ZEN,,1.0,Manual,Flex,Branco
https://azzurraseminovos.com.br/busca/pagina/60,FIAT MOBI,45990.0,45284.0,2018,MOBI EVO LIKE 1.0 (FLEX),,1.0,Manual,Flex,Branco
https://azzurraseminovos.com.br/busca/pagina/60,FIAT PALIO,35990.0,46436.0,2010,Palio ELX 1.4 Fire/30 years F. Flex 8V ...,,1.4,Manual,Flex,Cinza
https://azzurraseminovos.com.br/busca/pagina/60,RENAULT CAPTUR,105900.0,26499.0,2022,CAPTUR 1.3 TCE INTENSE CVT,,1.3,Automatico,Flex,Bege
https://azzurraseminovos.com.br/busca/pagina/60,FIAT ARGO,75900.0,40552.0,2022,ARGO 1.3 TREKKING,,1.3,Manual,Flex,Vermelho
https://azzurraseminovos.com.br/busca/pagina/105,CHEVROLET ONIX,91900.0,14977.0,2023,ONIX HATCH PREM. 1.0 12V TB Flex 5p...,,1.0,Automatico,Flex,Prata
https://azzurraseminovos.com.br/busca/pagina/105,RENAULT KWID,53900.0,24776.0,2022,KWID 1.0 INTENSE,,1.0,Manual,Flex,Branco
https://azzurraseminovos.com.br/busca/pagina/105,CHEVROLET ONIX,78900.0,13847.0,2023,Onix Plus 1.0 LT Flex,,1.0,Manual,Flex,Vermelho
https://azzurraseminovos.com.br/busca/pagina/105,CHEVROLET ONIX,71900.0,38651.0,2020,ONIX 1.0 TURBO LTZ,,1.0,Manual,Flex,Branco
https://azzurraseminovos.com.br/busca/pagina/105,VOLKSWAGEN FOX,39990.0,75616.0,2013,Fox 1.0 Mi Total Flex 8V 3p,,1.0,Manual,Flex,Prata
https://azzurraseminovos.com.br/busca/pagina/105,HYUNDAI HB20,65990.0,47491.0,2020,HB20 Vision 1.6 Flex 16V Aut,,1.6,Automatico,Flex,Branco
https://azzurraseminovos.com.br/busca/pagina/105,HONDA HR-V,84990.0,61344.0,2016,HR-V EX CVT 1.8 I-VTEC FLEXONE,,1.8,Automatico,Flex,Branco
https://azzurraseminovos.com.br/busca/pagina/105,FIAT PULSE,99990.0,18466.0,2022,PULSE DRIVE 1.0 Turbo 200 Flex Aut.,,1.0,Automatico,Flex,Cinza
https://azzurraseminovos.com.br/busca/pagina/105,JEEP RENEGADE,82990.0,27999.0,2020,Renegade Sport 1.8 4x2 Flex 16V Aut.,,1.8,Automatico,Flex,Cinza
https://azzurraseminovos.com.br/busca/pagina/105,RENAULT STEPWAY,73990.0,50321.0,2021,STEPWAY Iconic Flex 1.6 16V Aut.,,1.6,Automatico,Flex,Bege
https://azzurraseminovos.com.br/busca/pagina/105,JEEP COMPASS,99990.0,34000.0,2018,COMPASS LONGITUDE 2.0 4x2 Flex 16V Au...,,2.0,Automatico,Flex,Branco
https://azzurraseminovos.com.br/busca/pagina/105,RENAULT KWID,39990.0,58738.0,2019,KWID Zen 1.0 Flex 12V 5p Mec.,,1.0,Manual,Flex,Branco
https://azzurraseminovos.com.br/busca/pagina/30,RENAULT KWID,41900.0,55582.0,2020,KWID 1.0 ZEN,,1.0,Manual,Flex,Branco
https://azzurraseminovos.com.br/busca/pagina/30,FIAT ARGO,54990.0,65014.0,2019,ARGO DRIVE GSR 1.3 8V Flex,,1.3,Automatico,Flex,Branco
https://azzurraseminovos.com.br/busca/pagina/30,RENAULT KWID,54990.0,20270.0,2023,KWID Zen 1.0 Flex 12V 5p Mec.,,1.0,Manual,Flex,Branco
https://azzurraseminovos.com.br/busca/pagina/30,FORD ECOSPORT,72990.0,43334.0,2020,ECOSPORT SE 1.5 (AUT) (FLEX),,1.5,Automatico,Flex,Cinza
https://azzurraseminovos.com.br/busca/pagina/30,VOLKSWAGEN FOX,60990.0,52769.0,2019,Fox Xtreme 1.6 Flex 8V 5p,,1.6,Manual,Flex,Cinza
https://azzurraseminovos.com.br/busca/pagina/30,HYUNDAI HB20,69990.0,45307.0,2020,HB20 Vision 1.6 Flex 16V Aut,,1.6,Automatico,Flex,Cinza
https://azzurraseminovos.com.br/busca/pagina/30,TOYOTA YARIS,79990.0,35979.0,2021,YARIS XL Live 1.3 Flex 16V 5p Aut.,,1.3,Automatico,Flex,Branco
https://azzurraseminovos.com.br/busca/pagina/30,HYUNDAI CRETA,79990.0,50415.0,2019,Creta Attitude 1.6 16V Flex Mec.,,1.6,Manual,Flex,Prata
https://azzurraseminovos.com.br/busca/pagina/30,RENAULT SANDERO,86900.0,4423.0,2024,SANDERO STEPWAY,,,Manual,Flex,Cinza
https://azzurraseminovos.com.br/busca/pagina/30,RENAULT KWID,64900.0,11039.0,2024,KWID INTENSE,,,Manual,Flex,Preto
https://azzurraseminovos.com.br/busca/pagina/30,PEUGEOT 2008,95990.0,9267.0,2023,2008 Style 1.6 Flex 16V 5p Aut.,,1.6,Automatico,Flex,Prata
https://azzurraseminovos.com.br/busca/pagina/30,JEEP COMPASS,112990.0,24867.0,2022,COMPASS SPORT T270 1.3 TB 4x2 Flex Au...,,1.3,Automatico,Flex,Verde
https://azzurraseminovos.com.br/busca/pagina/120,HYUNDAI CRETA,89990.0,68669.0,2022,Creta Action 1.6 16V Flex Aut.,,1.6,Automatico,GNV,Prata
https://azzurraseminovos.com.br/busca/pagina/120,JEEP RENEGADE,92990.0,16004.0,2021,Renegade Longitude 1.8 4x2 Flex 16V ...,,1.8,Automatico,Flex,Vermelho
https://azzurraseminovos.com.br/busca/pagina/120,RENAULT DUSTER,75990.0,75149.0,2020,DUSTER Dynamique 1.6 Flex 16V Aut.,,1.6,Automatico,Flex,Prata
https://azzurraseminovos.com.br/busca/pagina/120,FIAT Fastback,125990.0,10175.0,2023,Fastback Impetus 1.0 200 T. Flex Aut,,1.0,Automatico,Flex,Branco
https://azzurraseminovos.com.br/busca/pagina/120,JEEP RENEGADE,129900.0,13175.0,2022,Renegade S T270 1.3 TB 4x4 Flex Aut.,,1.3,Automatico,Flex,Cinza
https://azzurraseminovos.com.br/busca/pagina/120,JEEP COMMANDER,219990.0,716.0,2023,Commander Overland T270 1.3 TB Flex...,,1.3,Automatico,Flex,Dourado
https://azzurraseminovos.com.br/busca/pagina/120,FIAT TORO,139990.0,111.0,2024,Toro Freedom 1.3 T270 4x2 Flex Aut.,,1.3,Automatico,Flex,Cinza
https://azzurraseminovos.com.br/busca/pagina/120,JEEP COMPASS,105990.0,68149.0,2021,COMPASS SPORT 2.0 4X2 FLEX 16V AUT.,,2.0,Automatico,Flex,Branco
https://azzurraseminovos.com.br/busca/pagina/120,FIAT Fastback,122900.0,9686.0,2023,Fastback Impetus 1.0 200 T. Flex Aut,,1.0,Automatico,Flex,Cinza
https://azzurraseminovos.com.br/busca/pagina/120,FIAT TORO,132990.0,100.0,2024,Toro Endurance 1.3 T270 4x2 Flex Aut.,,1.3,Automatico,Flex,Preto
https://azzurraseminovos.com.br/busca/pagina/120,RENAULT KWID,49900.0,35799.0,2020,KWID 1.0 OUTSIDER,,1.0,Manual,Flex,Branco
https://azzurraseminovos.com.br/busca/pagina/120,CHEVROLET ONIX,74990.0,2844.0,2020,ONIX 1.0 LT (FLEX),,1.0,Manual,Flex,Branco
https://azzurraseminovos.com.br/busca/pagina/135,FIAT TORO,121900.0,32553.0,2022,TORO 1.3 T270 FREEDOM (AUT),,1.3,Automatico,Flex,Preto
https://azzurraseminovos.com.br/busca/pagina/135,FIAT TORO,89900.0,23711.0,2021,TORO 1.8 ENDURANCE,,1.8,Manual,Flex,Branco
https://azzurraseminovos.com.br/busca/pagina/135,JEEP RENEGADE,81900.0,43887.0,2021,RENEGADE 1.8 SPORT (AUT),,1.8,Automatico,Flex,Cinza
https://azzurraseminovos.com.br/busca/pagina/135,CHEVROLET ONIX,78900.0,53178.0,2020,ONIX 1.0 TURBO FLEX PREMIER AUTOMAT...,,1.0,Automatico,Flex,Prata
https://azzurraseminovos.com.br/busca/pagina/135,JEEP COMPASS,95900.0,75239.0,2020,COMPASS SPORT 2.0 4X2 FLEX 16V AUT.,,2.0,Automatico,Flex,Cinza
https://azzurraseminovos.com.br/busca/pagina/135,FIAT GRAND,59990.0,54472.0,2021,SIENA Grand Siena 1.0 EVO Flex 8V 4p,,1.0,Manual,GNV,Branco
https://azzurraseminovos.com.br/busca/pagina/135,JEEP RENEGADE,78900.0,63160.0,2020,RENEGADE 1.8 (AUT),,1.8,Automatico,Flex,Branco
https://azzurraseminovos.com.br/busca/pagina/135,RENAULT KWID,55990.0,42317.0,2023,KWID Zen 1.0 Flex 12V 5p Mec.,,1.0,Manual,Flex,Branco
https://azzurraseminovos.com.br/busca/pagina/135,FIAT PULSE,89990.0,32983.0,2023,PULSE DRIVE 1.3 8V Flex Mec.,,1.3,Manual,Flex,Preto
https://azzurraseminovos.com.br/busca/pagina/135,RENAULT STEPWAY,74990.0,32639.0,2022,STEPWAY Zen Flex 1.6 16V Mec.,,1.6,Manual,Flex,Prata
https://azzurraseminovos.com.br/busca/pagina/135,JEEP COMPASS,149990.0,46880.0,2021,COMPASS S 2.0 4x4 TB 16V Diesel Aut.,,2.0,Automatico,DIESEL,Branco
https://azzurraseminovos.com.br/busca/pagina/135,VOLKSWAGEN T-CROSS,109990.0,65556.0,2021,T-CROSS 1.0 200 TSI COMFORTLINE...,,1.0,Automatico,Flex,Prata
https://azzurraseminovos.com.br/busca/pagina/150,JEEP RENEGADE,118990.0,9820.0,2024,Renegade Sport T270 1.3 TB 4x2 Flex ...,,1.3,Automatico,Flex,Preto
https://azzurraseminovos.com.br/busca/pagina/150,RENAULT KWID,63990.0,35298.0,2023,KWID OUTSIDER 1.0 Flex 12V 5p Mec.,,1.0,Manual,Flex,Azul
https://azzurraseminovos.com.br/busca/pagina/150,JEEP COMPASS,158990.0,49792.0,2022,COMPASS LIMITED T270 1.3 TB 4x2 Flex ...,,1.3,Automatico,Flex,Cinza
https://azzurraseminovos.com.br/busca/pagina/150,JEEP RENEGADE,78990.0,60654.0,2019,Renegade Longitude 1.8 4x2 Flex 16V ...,,1.8,Automatico,Flex,Cinza
https://azzurraseminovos.com.br/busca/pagina/150,FORD RANGER,219990.0,10375.0,2023,Ranger FX4 3.2 20V 4x4 CD Diesel Aut.,,3.2,Automatico,DIESEL,Cinza
https://azzurraseminovos.com.br/busca/pagina/150,FORD KA,62990.0,64062.0,2020,Ka 1.5 FreeStyle 12V Flex 5p Aut.,,1.5,Automatico,Flex,Cinza
https://azzurraseminovos.com.br/busca/pagina/150,JEEP RENEGADE,85990.0,25213.0,2021,Renegade Sport 1.8 4x2 Flex 16V Aut.,,1.8,Automatico,Flex,Verde
https://azzurraseminovos.com.br/busca/pagina/150,CAOA CHERY,99990.0,27869.0,2022,TIGGO Tiggo 5X TXS 1.5 16V Turbo Flex A...,,1.5,Automatico,Flex,Vermelho
https://azzurraseminovos.com.br/busca/pagina/150,JEEP RENEGADE,119990.0,15249.0,2021,Renegade Moab 2.0 4x4 TB Diesel Aut.,,2.0,Automatico,DIESEL,Verde
https://azzurraseminovos.com.br/busca/pagina/150,VOLKSWAGEN NIVUS,109900.0,19916.0,2021,NIVUS 1.0 200 TSI HIGHLINE,,1.0,Automatico,Flex,Branco
https://azzurraseminovos.com.br/busca/pagina/150,JEEP COMPASS,109990.0,43501.0,2020,COMPASS 2.0 LONGITUDE (AUT),,2.0,Automatico,Flex,Cinza
